"Especie","Nome_Comum","Categoria"
"Epinecrophylla amazonica","choquinha-do-madeira","Pouco Preocupante"
"Epinecrophylla dentei","choquinha-do-rio-roosevelt",NA
"Epinecrophylla ornata","choquinha-ornada","Pouco Preocupante"
"Epinecrophylla erythrura","choquinha-de-cauda-ruiva","Pouco Preocupante"
"Aprositornis disjuncta","formigueiro-de-yapacana","Pouco Preocupante"
"Ammonastes pelzelni","formigueiro-de-barriga-cinza","Pouco Preocupante"
"Myrmophylax atrothorax","formigueiro-de-peito-preto","Pouco Preocupante"
"Myrmochanes hemileucus","formigueiro-preto-e-branco","Pouco Preocupante"
"Terenura sicki","zidede-do-nordeste","Em Perigo Crítico"
"Terenura maculata","zidede","Pouco Preocupante"
"Myrmotherula brachyura","choquinha-miuda","Pouco Preocupante"
"Myrmotherula obscura","choquinha-de-bico-curto","Pouco Preocupante"
"Myrmotherula ambigua","choquinha-de-coroa-listrada","Pouco Preocupante"
"Myrmotherula sclateri","choquinha-de-garganta-amarela","Pouco Preocupante"
"Myrmotherula surinamensis","choquinha-estriada","Vulnerável"
"Myrmotherula multostriata","choquinha-estriada-da-amazonia","Pouco Preocupante"
"Myrmotherula cherriei","choquinha-de-peito-riscado","Pouco Preocupante"
"Myrmotherula klagesi","choquinha-do-tapajos","Quase Ameaçada"
"Myrmotherula axillaris","choquinha-de-flanco-branco","Pouco Preocupante"
"Myrmotherula minor","choquinha-pequena","Vulnerável"
"Myrmotherula longipennis","choquinha-de-asa-comprida","Pouco Preocupante"
"Myrmotherula urosticta","choquinha-de-rabo-cintado","Vulnerável"
"Myrmotherula iheringi","choquinha-de-ihering","Pouco Preocupante"
"Myrmotherula oreni","choquinha-do-bambu",NA
"Myrmotherula heteroptera","choquinha-do-purus",NA
"Myrmotherula unicolor","choquinha-cinzenta","Quase Ameaçada"
"Myrmotherula snowi","choquinha-de-alagoas","Em Perigo Crítico"
"Myrmotherula behni","choquinha-de-asa-lisa","Pouco Preocupante"
"Myrmotherula menetriesii","choquinha-de-garganta-cinza","Pouco Preocupante"
"Myrmotherula assimilis","choquinha-da-varzea","Pouco Preocupante"
"Formicivora iheringi","formigueiro-do-nordeste","Quase Ameaçada"
"Formicivora erythronotos","formigueiro-de-cabeca-negra","Em Perigo"
"Formicivora grisea","papa-formiga-pardo","Pouco Preocupante"
"Formicivora serrana","formigueiro-da-serra","Pouco Preocupante"
"Formicivora littoralis","formigueiro-do-litoral","Em Perigo Crítico"
"Formicivora melanogaster","formigueiro-de-barriga-preta","Pouco Preocupante"
"Formicivora rufa","papa-formiga-vermelho","Pouco Preocupante"
"Formicivora grantsaui","papa-formiga-do-sincora","Em Perigo"
"Formicivora paludicola","bicudinho-do-brejo-paulista","Em Perigo Crítico"
"Formicivora acutirostris","bicudinho-do-brejo","Em Perigo"
"Isleria hauxwelli","choquinha-de-garganta-clara","Pouco Preocupante"
"Isleria guttata","choquinha-de-barriga-ruiva","Pouco Preocupante"
"Thamnomanes ardesiacus","uirapuru-de-garganta-preta","Pouco Preocupante"
"Thamnomanes saturninus","uirapuru-selado","Pouco Preocupante"
"Thamnomanes caesius","ipecua","Pouco Preocupante"
"Thamnomanes schistogynus","uirapuru-azul","Pouco Preocupante"
"Dichrozona cincta","tovaquinha","Pouco Preocupante"
"Rhopias gularis","choquinha-de-garganta-pintada","Pouco Preocupante"
"Megastictus margaritatus","choca-pintada","Pouco Preocupante"
"Sakesphoroides cristatus","choca-do-nordeste","Pouco Preocupante"
"Dysithamnus stictothorax","choquinha-de-peito-pintado","Quase Ameaçada"
"Dysithamnus mentalis","choquinha-lisa","Pouco Preocupante"
"Dysithamnus xanthopterus","choquinha-de-asa-ferrugem","Pouco Preocupante"
"Dysithamnus plumbeus","choquinha-chumbo","Vulnerável"
"Herpsilochmus pectoralis","chorozinho-de-papo-preto","Vulnerável"
"Herpsilochmus roraimae","chorozinho-de-roraima","Pouco Preocupante"
"Herpsilochmus longirostris","chorozinho-de-bico-comprido","Pouco Preocupante"
"Herpsilochmus sticturus","chorozinho-de-cauda-pintada","Pouco Preocupante"
"Herpsilochmus frater","chorozinho-de-asa-vermelha-do-norte",NA
"Herpsilochmus rufimarginatus","chorozinho-de-asa-vermelha","Pouco Preocupante"
"Herpsilochmus stictocephalus","chorozinho-de-cabeca-pintada","Pouco Preocupante"
"Herpsilochmus dorsimaculatus","chorozinho-de-costas-manchadas","Pouco Preocupante"
"Herpsilochmus praedictus","chorozinho-esperado","Pouco Preocupante"
"Herpsilochmus stotzi","chorozinho-do-aripuana","Pouco Preocupante"
"Herpsilochmus atricapillus","chorozinho-de-chapeu-preto","Pouco Preocupante"
"Herpsilochmus pileatus","chorozinho-de-bone","Vulnerável"
"Sakesphorus canadensis","choca-de-crista-preta","Pouco Preocupante"
"Sakesphorus luctuosus","choca-d'agua","Pouco Preocupante"
"Thamnophilus doliatus","choca-barrada","Pouco Preocupante"
"Thamnophilus capistratus","choca-barrada-do-nordeste",NA
"Thamnophilus ruficapillus","choca-de-chapeu-vermelho","Pouco Preocupante"
"Thamnophilus torquatus","choca-de-asa-vermelha","Pouco Preocupante"
"Thamnophilus palliatus","choca-listrada","Pouco Preocupante"
"Thamnophilus schistaceus","choca-de-olho-vermelho","Pouco Preocupante"
"Thamnophilus murinus","choca-murina","Pouco Preocupante"
"Thamnophilus cryptoleucus","choca-selada","Quase Ameaçada"
"Thamnophilus nigrocinereus","choca-preta-e-cinza","Quase Ameaçada"
"Thamnophilus punctatus","choca-bate-cabo","Pouco Preocupante"
"Thamnophilus stictocephalus","choca-de-natterer","Pouco Preocupante"
"Thamnophilus sticturus","choca-da-bolivia","Pouco Preocupante"
"Thamnophilus pelzelni","choca-do-planalto","Pouco Preocupante"
"Thamnophilus ambiguus","choca-de-sooretama","Pouco Preocupante"
"Thamnophilus caerulescens","choca-da-mata","Pouco Preocupante"
"Thamnophilus aethiops","choca-lisa","Pouco Preocupante"
"Thamnophilus melanothorax","choca-de-cauda-pintada","Pouco Preocupante"
"Thamnophilus amazonicus","choca-canela","Pouco Preocupante"
"Thamnophilus insignis","choca-de-roraima","Pouco Preocupante"
"Thamnophilus divisorius","choca-do-acre","Pouco Preocupante"
"Cymbilaimus lineatus","papa-formiga-barrado","Pouco Preocupante"
"Cymbilaimus sanctaemariae","choca-do-bambu","Pouco Preocupante"
"Taraba major","choro-boi","Pouco Preocupante"
"Hypoedaleus guttatus","chocao-carijo","Pouco Preocupante"
"Batara cinerea","matracao","Pouco Preocupante"
"Mackenziaena leachii","borralhara-assobiadora","Pouco Preocupante"
"Mackenziaena severa","borralhara","Pouco Preocupante"
"Frederickena viridis","borralhara-do-norte","Pouco Preocupante"
"Frederickena unduliger","borralhara-ondulada","Pouco Preocupante"
"Radinopsyche sellowi","chorozinho-da-caatinga","Pouco Preocupante"
"Biatas nigropectus","papo-branco","Vulnerável"
"Myrmoderus ferrugineus","formigueiro-ferrugem","Pouco Preocupante"
"Myrmoderus ruficauda","formigueiro-de-cauda-ruiva","Em Perigo"
"Myrmoderus loricatus","formigueiro-assobiador","Pouco Preocupante"
"Myrmoderus squamosus","papa-formiga-de-grota","Pouco Preocupante"
"Hypocnemoides maculicauda","solta-asa","Pouco Preocupante"
"Hypocnemoides melanopogon","solta-asa-do-norte","Pouco Preocupante"
"Hylophylax naevius","guarda-floresta","Pouco Preocupante"
"Hylophylax punctulatus","guarda-varzea","Pouco Preocupante"
"Sclateria naevia","papa-formiga-do-igarape","Pouco Preocupante"
"Myrmelastes saturatus","formigueiro-de-roraima","Pouco Preocupante"
"Myrmelastes schistaceus","formigueiro-cinza","Pouco Preocupante"
"Myrmelastes hyperythrus","formigueiro-chumbo","Pouco Preocupante"
"Myrmelastes rufifacies","formigueiro-de-cara-ruiva","Pouco Preocupante"
"Myrmelastes leucostigma","formigueiro-de-asa-pintada","Pouco Preocupante"
"Myrmelastes humaythae","formigueiro-de-cauda-curta","Pouco Preocupante"
"Myrmelastes caurensis","formigueiro-do-caura","Pouco Preocupante"
"Myrmeciza longipes","formigueiro-de-barriga-branca","Pouco Preocupante"
"Myrmoborus melanurus","formigueiro-de-cauda-preta","Vulnerável"
"Myrmoborus lophotes","formigueiro-do-bambu","Quase Ameaçada"
"Myrmoborus myotherinus","formigueiro-de-cara-preta","Pouco Preocupante"
"Myrmoborus leucophrys","papa-formiga-de-sobrancelha","Pouco Preocupante"
"Myrmoborus berlepschi","formigueiro-liso-do-solimoes",NA
"Myrmoborus stictopterus","formigueiro-liso-do-rio-negro","Vulnerável"
"Myrmoborus lugubris","formigueiro-liso-do-para",NA
"Pyriglena maura","papa-taoca-do-pantanal",NA
"Pyriglena similis","papa-taoca-do-tapajos",NA
"Pyriglena leuconota","papa-taoca-de-belem","Pouco Preocupante"
"Pyriglena pernambucensis","papa-taoca-de-pernambuco",NA
"Pyriglena atra","papa-taoca-da-bahia","Em Perigo"
"Pyriglena leucoptera","papa-taoca-do-sul","Pouco Preocupante"
"Rhopornis ardesiacus","gravatazeiro","Em Perigo"
"Percnostola rufifrons","formigueiro-de-cabeca-preta","Pouco Preocupante"
"Percnostola subcristata","formigueiro-de-hellmayr",NA
"Percnostola minor","formigueiro-de-pelzeln",NA
"Akletos melanoceps","formigueiro-grande","Pouco Preocupante"
"Akletos goeldii","formigueiro-de-goeldi","Pouco Preocupante"
"Hafferia fortis","formigueiro-de-taoca","Pouco Preocupante"
"Sciaphylax hemimelaena","formigueiro-de-cauda-castanha","Pouco Preocupante"
"Sciaphylax pallens","formigueiro-de-cauda-baia",NA
"Cercomacra manu","chororo-de-manu","Pouco Preocupante"
"Cercomacra brasiliana","chororo-cinzento","Quase Ameaçada"
"Cercomacra cinerascens","chororo-pocua","Pouco Preocupante"
"Cercomacra melanaria","chororo-do-pantanal","Pouco Preocupante"
"Cercomacra ferdinandi","chororo-de-goias","Vulnerável"
"Cercomacra carbonaria","chororo-do-rio-branco","Em Perigo Crítico"
"Cercomacroides nigrescens","chororo-negro","Pouco Preocupante"
"Cercomacroides fuscicauda","chororo-negro-do-acre","Pouco Preocupante"
"Cercomacroides laeta","chororo-didi","Pouco Preocupante"
"Cercomacroides tyrannina","chororo-escuro","Pouco Preocupante"
"Cercomacroides serva","chororo-preto","Pouco Preocupante"
"Drymophila ferruginea","ditui","Pouco Preocupante"
"Drymophila rubricollis","choquinha-duble","Pouco Preocupante"
"Drymophila genei","choquinha-da-serra","Pouco Preocupante"
"Drymophila ochropyga","choquinha-de-dorso-vermelho","Quase Ameaçada"
"Drymophila malura","choquinha-carijo","Pouco Preocupante"
"Drymophila squamata","pintadinho","Pouco Preocupante"
"Drymophila devillei","choquinha-listrada","Pouco Preocupante"
"Hypocnemis hypoxantha","cantador-amarelo","Pouco Preocupante"
"Hypocnemis subflava","cantador-galego","Pouco Preocupante"
"Hypocnemis cantator","cantador-da-guiana","Quase Ameaçada"
"Hypocnemis flavescens","cantador-sulfureo","Pouco Preocupante"
"Hypocnemis peruviana","cantador-sinaleiro","Pouco Preocupante"
"Hypocnemis ochrogyna","cantador-ocraceo","Pouco Preocupante"
"Hypocnemis rondoni","cantador-de-rondon","Pouco Preocupante"
"Hypocnemis striata","cantador-estriado","Pouco Preocupante"
"Pithys albifrons","papa-formiga-de-topete","Pouco Preocupante"
"Willisornis poecilinotus","rendadinho","Pouco Preocupante"
"Willisornis vidua","rendadinho-do-xingu","Pouco Preocupante"
"Phlegopsis nigromaculata","mae-de-taoca","Pouco Preocupante"
"Phlegopsis borbae","mae-de-taoca-dourada","Pouco Preocupante"
"Phlegopsis erythroptera","mae-de-taoca-avermelhada","Pouco Preocupante"
"Gymnopithys leucaspis","mae-de-taoca-bochechuda","Pouco Preocupante"
"Gymnopithys rufigula","mae-de-taoca-de-garganta-vermelha","Pouco Preocupante"
"Oneillornis salvini","mae-de-taoca-de-cauda-barrada","Pouco Preocupante"
"Rhegmatorhina gymnops","mae-de-taoca-de-cara-branca","Vulnerável"
"Rhegmatorhina berlepschi","mae-de-taoca-arlequim","Pouco Preocupante"
"Rhegmatorhina hoffmannsi","mae-de-taoca-papuda","Quase Ameaçada"
"Rhegmatorhina cristata","mae-de-taoca-cristada","Pouco Preocupante"
"Rhegmatorhina melanosticta","mae-de-taoca-cabecuda","Pouco Preocupante"
"Melanopareia bitorquata","meia-lua-de-coleira-dupla",NA
"Melanopareia torquata","meia-lua-do-cerrado","Pouco Preocupante"
"Conopophaga melanogaster","chupa-dente-grande","Pouco Preocupante"
"Conopophaga melanops","cuspidor-de-mascara-preta","Pouco Preocupante"
"Conopophaga aurita","chupa-dente-de-cinta","Pouco Preocupante"
"Conopophaga peruviana","chupa-dente-do-peru","Pouco Preocupante"
"Conopophaga cearae","chupa-dente-do-nordeste","Pouco Preocupante"
"Conopophaga roberti","chupa-dente-de-capuz","Pouco Preocupante"
"Conopophaga lineata","chupa-dente","Pouco Preocupante"
"Grallaria varia","tovacucu","Pouco Preocupante"
"Grallaria guatimalensis","tovacucu-corujinha",NA
"Grallaria eludens","tovacucu-xodo","Pouco Preocupante"
"Cryptopezus nattereri","pinto-do-mato","Pouco Preocupante"
"Grallaricula nana","tovaquinha-de-coroa-cinza",NA
"Hylopezus ochroleucus","pompeu","Quase Ameaçada"
"Hylopezus macularius","torom-carijo","Pouco Preocupante"
"Hylopezus whittakeri","torom-de-alta-floresta",NA
"Hylopezus paraensis","torom-do-para",NA
"Myrmothera berlepschi","torom-torom","Pouco Preocupante"
"Myrmothera campanisona","tovaca-patinho","Pouco Preocupante"
"Myrmothera simplex","torom-de-peito-pardo","Pouco Preocupante"
"Myrmothera subcanescens","tovaca-do-tapajos",NA
"Psilorhamphus guttatus","tapaculo-pintado","Quase Ameaçada"
"Liosceles thoracicus","corneteiro-da-mata","Pouco Preocupante"
"Merulaxis ater","entufado","Quase Ameaçada"
"Merulaxis stresemanni","entufado-baiano","Em Perigo Crítico"
"Eleoscytalopus indigoticus","macuquinho","Quase Ameaçada"
"Eleoscytalopus psychopompus","macuquinho-baiano","Em Perigo"
"Scytalopus iraiensis","tapaculo-da-varzea","Em Perigo"
"Scytalopus diamantinensis","tapaculo-da-chapada-diamantina","Em Perigo"
"Scytalopus novacapitalis","tapaculo-de-brasilia","Quase Ameaçada"
"Scytalopus petrophilus","tapaculo-serrano","Pouco Preocupante"
"Scytalopus pachecoi","tapaculo-ferreirinho","Pouco Preocupante"
"Scytalopus gonzagai","tapaculo-preto-baiano","Em Perigo"
"Scytalopus speluncae","tapaculo-preto","Pouco Preocupante"
"Formicarius colma","galinha-do-mato","Pouco Preocupante"
"Formicarius analis","pinto-do-mato-de-cara-preta","Pouco Preocupante"
"Formicarius rufifrons","pinto-do-mato-de-fronte-ruiva","Quase Ameaçada"
"Chamaeza campanisona","tovaca-campainha","Pouco Preocupante"
"Chamaeza nobilis","tovaca-estriada","Pouco Preocupante"
"Chamaeza meruloides","tovaca-cantadora","Pouco Preocupante"
"Chamaeza ruficauda","tovaca-de-rabo-vermelho","Pouco Preocupante"
"Sclerurus macconnelli","vira-folha-de-peito-vermelho","Pouco Preocupante"
"Sclerurus rufigularis","vira-folha-de-bico-curto","Pouco Preocupante"
"Sclerurus caudacutus","vira-folha-pardo","Pouco Preocupante"
"Sclerurus albigularis","vira-folha-de-garganta-cinza","Quase Ameaçada"
"Sclerurus cearensis","vira-folha-cearense","Vulnerável"
"Sclerurus scansor","vira-folha","Pouco Preocupante"
"Geositta cunicularia","curriqueiro","Pouco Preocupante"
"Geositta poeciloptera","andarilho","Vulnerável"
"Certhiasomus stictolaemus","arapacu-de-garganta-pintada","Pouco Preocupante"
"Sittasomus griseicapillus","arapacu-verde","Pouco Preocupante"
"Deconychura longicauda","arapacu-rabudo","Pouco Preocupante"
"Dendrocincla merula","arapacu-da-taoca","Pouco Preocupante"
"Dendrocincla fuliginosa","arapacu-pardo","Pouco Preocupante"
"Dendrocincla atrirostris","arapacu-pardo-de-mato-grosso",NA
"Dendrocincla taunayi","arapacu-pardo-do-nordeste",NA
"Dendrocincla turdina","arapacu-liso","Pouco Preocupante"
"Glyphorynchus spirurus","arapacu-bico-de-cunha","Pouco Preocupante"
"Dendrexetastes rufigula","arapacu-galinha-da-guiana","Pouco Preocupante"
"Dendrexetastes devillei","arapacu-galinha-ocidental",NA
"Dendrexetastes paraensis","arapacu-galinha-do-para",NA
"Nasica longirostris","arapacu-de-bico-comprido","Pouco Preocupante"
"Dendrocolaptes certhia","arapacu-barrado","Pouco Preocupante"
"Dendrocolaptes radiolatus","arapacu-barrado-do-napo",NA
"Dendrocolaptes juruanus","arapacu-barrado-do-jurua",NA
"Dendrocolaptes concolor","arapacu-concolor",NA
"Dendrocolaptes ridgwayi","arapacu-barrado-do-tapajos",NA
"Dendrocolaptes retentus","arapacu-barrado-do-xingu",NA
"Dendrocolaptes medius","arapacu-barrado-do-leste",NA
"Dendrocolaptes picumnus","arapacu-meio-barrado","Pouco Preocupante"
"Dendrocolaptes hoffmannsi","arapacu-marrom","Vulnerável"
"Dendrocolaptes transfasciatus","arapacu-meio-barrado-do-xingu",NA
"Dendrocolaptes platyrostris","arapacu-grande","Pouco Preocupante"
"Hylexetastes stresemanni","arapacu-de-barriga-pintada","Pouco Preocupante"
"Hylexetastes perrotii","arapacu-de-bico-vermelho","Pouco Preocupante"
"Hylexetastes uniformis","arapacu-uniforme","Pouco Preocupante"
"Xiphocolaptes promeropirhynchus","arapacu-vermelho","Pouco Preocupante"
"Xiphocolaptes carajaensis","arapacu-do-carajas",NA
"Xiphocolaptes falcirostris","arapacu-do-nordeste","Vulnerável"
"Xiphocolaptes albicollis","arapacu-de-garganta-branca","Pouco Preocupante"
"Xiphocolaptes major","arapacu-do-campo","Pouco Preocupante"
"Xiphorhynchus obsoletus","arapacu-riscado","Pouco Preocupante"
"Xiphorhynchus fuscus","arapacu-rajado","Pouco Preocupante"
"Xiphorhynchus atlanticus","arapacu-rajado-do-nordeste","Pouco Preocupante"
"Xiphorhynchus pardalotus","arapacu-assobiador","Pouco Preocupante"
"Xiphorhynchus chunchotambo","arapacu-de-tschudi","Pouco Preocupante"
"Xiphorhynchus beauperthuysii","arapacu-ocelado-do-norte","Pouco Preocupante"
"Xiphorhynchus ocellatus","arapacu-ocelado","Pouco Preocupante"
"Xiphorhynchus elegans","arapacu-elegante","Pouco Preocupante"
"Xiphorhynchus spixii","arapacu-de-spix","Pouco Preocupante"
"Xiphorhynchus guttatus","arapacu-de-garganta-amarela","Pouco Preocupante"
"Xiphorhynchus guttatoides","arapacu-de-lafresnaye","Pouco Preocupante"
"Dendroplex picus","arapacu-de-bico-branco","Pouco Preocupante"
"Dendroplex kienerii","arapacu-ferrugem","Quase Ameaçada"
"Campylorhamphus trochilirostris","arapacu-beija-flor","Pouco Preocupante"
"Campylorhamphus falcularius","arapacu-de-bico-torto","Pouco Preocupante"
"Campylorhamphus multostriatus","arapacu-de-bico-curvo-do-xingu","Pouco Preocupante"
"Campylorhamphus probatus","arapacu-de-bico-curvo-de-rondonia","Pouco Preocupante"
"Campylorhamphus cardosoi","arapacu-do-tapajos",NA
"Campylorhamphus procurvoides","arapacu-de-bico-curvo","Pouco Preocupante"
"Campylorhamphus gyldenstolpei","arapacu-do-tupana",NA
"Drymornis bridgesii","arapacu-platino","Pouco Preocupante"
"Lepidocolaptes souleyetii","arapacu-listrado","Pouco Preocupante"
"Lepidocolaptes angustirostris","arapacu-de-cerrado","Pouco Preocupante"
"Lepidocolaptes wagleri","arapacu-de-wagler",NA
"Lepidocolaptes squamatus","arapacu-escamoso","Pouco Preocupante"
"Lepidocolaptes falcinellus","arapacu-escamoso-do-sul","Pouco Preocupante"
"Lepidocolaptes duidae","arapacu-do-duida","Pouco Preocupante"
"Lepidocolaptes albolineatus","arapacu-de-listras-brancas","Pouco Preocupante"
"Lepidocolaptes fatimalimae","arapacu-do-inambari","Pouco Preocupante"
"Lepidocolaptes fuscicapillus","arapacu-de-rondonia","Pouco Preocupante"
"Lepidocolaptes layardi","arapacu-de-listras-brancas-do-leste",NA
"Xenops tenuirostris","bico-virado-fino","Pouco Preocupante"
"Xenops minutus","bico-virado-miudo","Pouco Preocupante"
"Xenops rutilans","bico-virado-carijo","Pouco Preocupante"
"Berlepschia rikeri","limpa-folha-do-buriti","Pouco Preocupante"
"Microxenops milleri","bico-virado-da-copa","Pouco Preocupante"
"Tarphonomus certhioides","joao-chaquenho","Pouco Preocupante"
"Furnarius figulus","casaca-de-couro-da-lama","Pouco Preocupante"
"Furnarius leucopus","casaca-de-couro-amarelo","Pouco Preocupante"
"Furnarius torridus","joao-de-bico-palido","Pouco Preocupante"
"Furnarius minor","joaozinho","Pouco Preocupante"
"Furnarius rufus","joao-de-barro","Pouco Preocupante"
"Lochmias nematura","joao-porca","Pouco Preocupante"
"Phleocryptes melanops","bate-bico","Pouco Preocupante"
"Limnornis curvirostris","joao-da-palha","Pouco Preocupante"
"Cinclodes espinhacensis","pedreiro-do-espinhaco",NA
"Cinclodes pabsti","pedreiro","Quase Ameaçada"
"Cinclodes fuscus","pedreiro-dos-andes","Pouco Preocupante"
"Anabazenops dorsalis","barranqueiro-de-topete","Pouco Preocupante"
"Anabazenops fuscus","trepador-coleira","Pouco Preocupante"
"Megaxenops parnaguae","bico-virado-da-caatinga","Pouco Preocupante"
"Cichlocolaptes leucophrus","trepador-sobrancelha","Pouco Preocupante"
"Heliobletus contaminatus","trepadorzinho","Pouco Preocupante"
"Philydor erythrocercum","limpa-folha-de-sobre-ruivo","Pouco Preocupante"
"Philydor novaesi","limpa-folha-do-nordeste","Em Perigo Crítico"
"Philydor atricapillus","limpa-folha-coroado","Pouco Preocupante"
"Philydor pyrrhodes","limpa-folha-vermelho","Pouco Preocupante"
"Anabacerthia ruficaudata","limpa-folha-de-cauda-ruiva","Pouco Preocupante"
"Anabacerthia amaurotis","limpa-folha-miudo","Quase Ameaçada"
"Anabacerthia lichtensteini","limpa-folha-ocraceo","Pouco Preocupante"
"Syndactyla rufosuperciliata","trepador-quiete","Pouco Preocupante"
"Syndactyla dimidiata","limpa-folha-do-brejo","Pouco Preocupante"
"Syndactyla roraimae","barranqueiro-de-roraima","Pouco Preocupante"
"Syndactyla ucayalae","limpa-folha-de-bico-virado","Quase Ameaçada"
"Ancistrops strigilatus","limpa-folha-picanco","Pouco Preocupante"
"Dendroma rufa","limpa-folha-de-testa-baia","Pouco Preocupante"
"Dendroma erythroptera","limpa-folha-de-asa-castanha","Pouco Preocupante"
"Clibanornis rectirostris","cisqueiro-do-rio","Pouco Preocupante"
"Clibanornis dendrocolaptoides","cisqueiro","Quase Ameaçada"
"Clibanornis obscurus","barranqueiro-ferrugem","Pouco Preocupante"
"Clibanornis watkinsorum","barranqueiro-ferrugem-do-acre",NA
"Automolus rufipileatus","barranqueiro-de-coroa-castanha","Pouco Preocupante"
"Automolus melanopezus","barranqueiro-escuro","Pouco Preocupante"
"Automolus cervicalis","barranqueiro-pardo-do-norte",NA
"Automolus subulatus","limpa-folha-riscado","Pouco Preocupante"
"Automolus ochrolaemus","barranqueiro-camurca","Pouco Preocupante"
"Automolus infuscatus","barranqueiro-pardo","Pouco Preocupante"
"Automolus paraensis","barranqueiro-do-para","Pouco Preocupante"
"Automolus lammi","barranqueiro-do-nordeste","Vulnerável"
"Automolus leucophthalmus","barranqueiro-de-olho-branco","Pouco Preocupante"
"Leptasthenura platensis","rabudinho","Pouco Preocupante"
"Leptasthenura striolata","grimpeirinho","Pouco Preocupante"
"Leptasthenura setaria","grimpeiro","Quase Ameaçada"
"Phacellodomus rufifrons","joao-de-pau","Pouco Preocupante"
"Phacellodomus sibilatrix","tio-tio-pequeno","Pouco Preocupante"
"Phacellodomus striaticollis","tio-tio","Pouco Preocupante"
"Phacellodomus ruber","graveteiro","Pouco Preocupante"
"Phacellodomus erythrophthalmus","joao-botina-da-mata","Pouco Preocupante"
"Phacellodomus ferrugineigula","joao-botina-do-brejo","Pouco Preocupante"
"Anumbius annumbi","cochicho","Pouco Preocupante"
"Coryphistera alaudina","corredor-crestudo","Pouco Preocupante"
"Asthenes baeri","lenheiro","Pouco Preocupante"
"Asthenes luizae","lenheiro-da-serra-do-cipo","Quase Ameaçada"
"Asthenes hudsoni","joao-platino","Quase Ameaçada"
"Asthenes moreirae","garrincha-chorona","Pouco Preocupante"
"Asthenes pyrrholeuca","lenheiro-de-rabo-comprido","Pouco Preocupante"
"Acrobatornis fonsecai","acrobata","Vulnerável"
"Metopothrix aurantiaca","joao-folheiro","Pouco Preocupante"
"Roraimia adusta","joao-de-roraima","Pouco Preocupante"
"Thripophaga macroura","rabo-amarelo","Vulnerável"
"Thripophaga fusciceps","joao-liso","Pouco Preocupante"
"Limnoctites rectirostris","arredio-do-gravata","Quase Ameaçada"
"Limnoctites sulphuriferus","arredio-de-papo-manchado","Pouco Preocupante"
"Cranioleuca vulpina","arredio-do-rio","Pouco Preocupante"
"Cranioleuca vulpecula","arredio-de-peito-branco","Pouco Preocupante"
"Cranioleuca pyrrhophia","arredio","Pouco Preocupante"
"Cranioleuca obsoleta","arredio-olivaceo","Pouco Preocupante"
"Cranioleuca pallida","arredio-palido","Pouco Preocupante"
"Cranioleuca semicinerea","joao-de-cabeca-cinza","Pouco Preocupante"
"Cranioleuca demissa","joao-do-tepui","Pouco Preocupante"
"Cranioleuca gutturata","joao-pintado","Pouco Preocupante"
"Cranioleuca muelleri","joao-escamoso","Em Perigo"
"Spartonoica maluroides","boininha","Quase Ameaçada"
"Pseudoseisura cristata","casaca-de-couro","Pouco Preocupante"
"Pseudoseisura unirufa","casaca-de-couro-de-crista-cinza","Pouco Preocupante"
"Pseudoseisura lophotes","coperete","Pouco Preocupante"
"Certhiaxis cinnamomeus","curutie","Pouco Preocupante"
"Certhiaxis mustelinus","joao-da-canarana","Pouco Preocupante"
"Mazaria propinqua","joao-de-barriga-branca","Pouco Preocupante"
"Schoeniophylax phryganophilus","bichoita","Pouco Preocupante"
"Synallaxis scutata","estrelinha-preta","Pouco Preocupante"
"Synallaxis cinerascens","pi-pui","Pouco Preocupante"
"Synallaxis gujanensis","joao-tenenem-becua","Pouco Preocupante"
"Synallaxis simoni","joao-do-araguaia","Pouco Preocupante"
"Synallaxis albilora","joao-do-pantanal","Pouco Preocupante"
"Synallaxis hellmayri","joao-xique-xique","Quase Ameaçada"
"Synallaxis sp.","joao-do-norte","Pouco Preocupante"
"Synallaxis ruficapilla","pichorore","Pouco Preocupante"
"Synallaxis cinerea","joao-baiano","Quase Ameaçada"
"Synallaxis infuscata","tatac","Em Perigo"
"Synallaxis macconnelli","joao-escuro","Pouco Preocupante"
"Synallaxis hypospodia","joao-grilo","Pouco Preocupante"
"Synallaxis spixi","joao-tenenem","Pouco Preocupante"
"Synallaxis albigularis","joao-de-peito-escuro","Pouco Preocupante"
"Synallaxis albescens","ui-pi","Pouco Preocupante"
"Synallaxis frontalis","petrim","Pouco Preocupante"
"Synallaxis kollari","joao-de-barba-grisalha","Em Perigo Crítico"
"Synallaxis rutilans","joao-tenenem-castanho","Pouco Preocupante"
"Synallaxis cherriei","puruchem","Quase Ameaçada"
"Neopelma pallescens","fruxu-do-cerradao","Pouco Preocupante"
"Neopelma chrysocephalum","fruxu-do-carrasco","Pouco Preocupante"
"Neopelma aurifrons","fruxu-baiano","Vulnerável"
"Neopelma chrysolophum","fruxu","Pouco Preocupante"
"Neopelma sulphureiventer","fruxu-de-barriga-amarela","Pouco Preocupante"
"Tyranneutes stolzmanni","uirapuruzinho","Pouco Preocupante"
"Tyranneutes virescens","uirapuruzinho-do-norte","Pouco Preocupante"
"Ilicura militaris","tangarazinho","Pouco Preocupante"
"Corapipo gutturalis","dancarino-de-garganta-branca","Pouco Preocupante"
