scientificNameCBRO2021,scientificNameOriginal,category,scale,year,source,link
Diomedea dabbenena,Diomedea dabbenena,CR,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Diomedea epomophora,Diomedea epomophora,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Diomedea exulans,Diomedea exulans,CR,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Diomedea sanfordi,Diomedea sanfordi,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Thalassarche chlororhynchos,Thalassarche chlororhynchos,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Procellaria aequinoctialis,Procellaria aequinoctialis,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Procellaria conspicillata,Procellaria conspicillata,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Pterodroma arminjoniana,Pterodroma arminjoniana,CR,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Pterodroma deserta,Pterodroma deserta,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Pterodroma incerta,Pterodroma incerta,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Pterodroma madeira,Pterodroma madeira,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Puffinus lherminieri,Puffinus lherminieri,CR,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Amazona pretrei,Amazona pretrei,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Amazona rhodocorytha,Amazona rhodocorytha,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Amazona vinacea,Amazona vinacea,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Anodorhynchus leari,Anodorhynchus leari,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Aratinga solstitialis,Aratinga solstitialis,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Cyanopsitta spixii,Cyanopsitta spixii,CR,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Guaruba guarouba,Guaruba guarouba,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Pionus reichenowi,Pionus reichenowi,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Pyrilia vulturina,Pyrilia vulturina,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Pyrrhura amazonum,Pyrrhura amazonum,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Pyrrhura anerythra,Pyrrhura anerythra,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Pyrrhura coerulescens,Pyrrhura coerulescens,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Pyrrhura cruentata,Pyrrhura cruentata,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Pyrrhura griseipectus,Pyrrhura griseipectus,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Pyrrhura leucotis,Pyrrhura leucotis,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Pyrrhura molinae,Pyrrhura molinae,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Pyrrhura pallescens,Pyrrhura pallescens,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Pyrrhura perlata,Pyrrhura perlata,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Pyrrhura pfrimeri,Pyrrhura pfrimeri,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Touit melanonotus,Touit melanonotus,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Touit surdus,Touit surdus,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Pulsatrix perspicillata pulsatrix,Pulsatrix perspicillata pulsatrix,CR,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Strix huhula albomarginata,Strix huhula albomarginata,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Fregata minor,Fregata minor,CR,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Fregata trinitatis,Fregata trinitatis,CR,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Sula sula,Sula sula,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Crypturellus zabele,Crypturellus zabele,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Nothura minor,Nothura minor,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Taoniscus nanus,Taoniscus nanus,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Tinamus tao,Tinamus tao,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Trogon collaris eytoni,Trogon collaris eytoni,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Numenius borealis,Numenius borealis,RE,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Cichlocolaptes mazarbarnetti,Cichlocolaptes mazarbarnetti,EX,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Philydor novaesi,Philydor novaesi,EX,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Leistes defilippii,Leistes defilippii,RE,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Anodorhynchus glaucus,Anodorhynchus glaucus,RE,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Glaucidium mooreorum,Glaucidium mooreorum,EX,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
